user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
266cf078603293ca58247d6f2c9d8446,"Nếu bạn biết hết 5 món ăn vặt dưới đây , bạn nhất_định đã có 1 tuổi_thơ vô_cùng dữ_dội rồi !😭 # AnQuayDi",1591308607,656,50,26.0,0
1b7848e5c4ab8c7f993a63b6556e2ab6,"Ông_Park_Hyun , một giáo_sư đại_học 48 tuồi người Hàn_Quốc , là một người rất có ý_thức giữ_gìn sức_khoẻ bản_thân .Ông đến phòng gym đều_đặn 5 ngày mỗi tuần , giữ_gìn vệ_sinh cá_nhân , rửa tay thường_xuyên và thậm_chí lạm_dụng dung_dịch rửa tay khô .Tuy_nhiên , những thói_quen này vẫn không đủ để bảo_vệ vị giáo_sư này khỏi dịch virus corona chủng mới gây phiêm phổi cấp COVID-19 .Kiểm_tra kết_quả và làm thêm các bài test để nâng cao kiến_thức phòng_bệnh tại đây : < URL > # LaChanVirusCorona # Lotus # VCCorp # ICT _ anti _ nCoV # Mutex # sohaviruscorona Xem thêm",1970-01-01 00:00:00,5200,238,2100,0
fdb7ba870efcf6963322fca697dec432,"TÌNH YÊU CỦA THẾ HỆ TRƯỚC: 1 ĐỜI CHỈ ĐỦ YÊU 1 NGƯỜI!

1. Ông nội lúc đi lính viết nhật ký, trang đầu tiên đã viết: “Thứ nhất không thể quên nước, thứ hai không thể phụ em.”

2. Ông nội là một người rất ghét phong kiến và mê tín, ngay cả trở về nhà tổ để tế bái tổ tông đều là đứng, cho tới bây giờ cũng chưa quỳ lần nào. Sau này, có một lần bà nội bị té gãy chân, phải nằm viện. Lúc ông nội trở về nhà tổ để bái tế, không nói hai lời, liền phịch một tiếng quỳ xuống.

3. Bà nội bệnh nặng qua đời vào một đêm, thời điểm bà nội cấp cứu cả nhà không có cho ông nội biết, ông nội rạng sáng 3, 4 giờ liền một mình vào bệnh viện. Thang máy trong bệnh viện lúc đó bị hư, ông leo hết thảy 32 lầu để đến phòng giải phẩu của bà. Ông lúc đó 86 tuổi.

4. Bà nội lớn hơn ông nội hai tuổi, lúc còn trẻ tính khí của ông nội rất không tốt, bà nội bị rất nhiều ủy khuất. Có một lần bà nội không chịu nổi, liền rời nhà ra ngoài, cũng không có đi xa lắm, nhưng lại khiến ông nội bị dọa sợ. Từ hôm đó trở đi, bà nội chỉ cần vừa đứng lên, ông nội sẽ lập tức ngậm miệng, đi ra ngoài cửa.

5. Ba tôi làm bà nội tức giận, bà nội không chịu ăn cơm, ông nội mắng ba một trận. Sau đó ông khóc nói với bà nội: “Bà gả cho tôi mấy thập niên rồi, tôi cũng chưa từng tức giận với bà lần nào, bây giờ con trai lại như vậy tức giận với bà.” Năm đó tôi 21 tuổi, lần đầu tiên thấy ông nội khóc.

6. Sau khi ba mẹ kết hôn, qua hai năm, ba tôi đem chìa khoá két sắt đưa cho mẹ tôi. Ba nói, bây giờ tôi không còn là trai tân nữa, tiền giao hết cho bà quản.

7. Bà nội và ông nội năm trước là hôn nhân vàng, qua nhiều năm như vậy, bọn họ cũng già rồi. Ông nội đã già, bệnh tình càng ngày càng nặng, ông quên mất tên của con cháu, thậm chí luôn tên của mình, nói cũng không còn rõ ràng. Nhưng là, khi chúng tôi chỉ vào bà nội và hỏi ông đây là ai, ông nội liền có thể nói chính xác với chúng tôi là “Bạn tình của ông”.

8. Tôi không biết chuyện xưa của ông bà nội. Nhưng có một lần khi tôi xem ti vi, bà nội nằm trên ghế sa lon bên cạnh. Lúc ông nội muốn đi ra ngoài đến báo với bà một tiếng, ông cúi người xuống, sát vào bên cạnh lỗ tai của bà nói “Tôi ra ngoài nhé”, sau đó hôn bà nội một cái. Năm đó ông nội đã 70 tuổi rồi, tôi đang học phổ thông, trong nháy mắt ngay lúc đó tôi đã hiểu sau này muốn tìm tuýp đàn ông như thế nào rồi.

9. Ông bà nội tôi không có chuyện tình xưa gì. Mấy ngày trước tôi bị gãy xương, bà nội tới nhà để chăm cho tôi. Mới bốn ngày bà liền không ở nỗi nữa, cả ngày nói thầm: “Ông nội con khẳng định đem hết bánh bao bà để lại ăn hết rồi, bà đã chuẩn bị bánh đủ năm ngày cho ông đó. Cái lão già đó không biết nấu cơm, cũng không biết ngủ có ngon không nữa. Không được rồi cháu gái, bà phải trở về đây, bà không an tâm.”

10. Ba tôi nấu cơm rất khó ăn, duy chỉ có nấu món gan heo là đặc biệt ngon. Có một lần, trong lúc vô ý tôi nói ăn gan heo rất tốt cho bổ máu, sực nhớ tới mẹ tôi bị bệnh thiếu máu bẩm sinh, tôi lập tức nhận ra rằng cái gì gọi là tình yêu.

11. Thời điểm ba tôi hôn mê, mẹ tôi nói ông đi rồi có người khi dễ tôi phải làm sao bây giờ. Sau đó ba tôi đột nhiên tỉnh lại, dùng hết khí lực nói: “Ai dám, tôi cùng người đó liều mạng.” Ngày hôm sau ba tôi ra đi, mẹ tôi giống như phát điên vậy, chỉ lập đi lập lại một câu nói : “Ông là tên lừa gạt.”

12. Thời điểm bà ngoại chết não, ông ngoại ngồi ở bên cạnh bà, giúp bà chải lại tóc. Vừa khóc vừa nói với bà, đừng lo lắng tôi, tôi sẽ tự chăm sóc tốt cho mình, bà yên tâm đi. Lúc ông nói xong, bà ngoại liền chảy nước mắt.

13. Bà ngoại qua đời năm 2003, trong tang lễ ông ngoại không nói một lời, cũng không nhỏ một giọt nước mắt. Lúc đi đến chỗ chôn cất, ông ngoại đứng bên cạnh phần mộ, chỉ nói một câu: “Đi chậm một chút !” Sáng ngày thứ ba, ông ngoại ngồi dựa ở trên giường, cầm trong tay một chiếc áo của bà ngoại, lẩm bẩm “Bà đi thật rồi.” Ông ngoại cùng bà ngoại kết hôn đã hơn 60 năm, tôi chưa từng nghe ông ngoại đối với ngoại bà nói qua một câu “Anh yêu em”.

14. Ông nội luôn ngoài miệng chê bai bà nội, bà nội luôn trả lời một câu “Lão già chết dẫm”. Vài năm sau, bà nội bị ung thư phổi phải nằm viện, ông nội trong một đêm liền già đi",2020-06-08 09:59:00,801.0,31.0,104.0,0
1798c5f17ffbb44540ad35df94609ac2,"Thông tin mới nhất về covid Đà Lạt, Đà Lạt có 3 ca nhiễm Covid-19. Trong đó 1 ca đã tử vong lúc 4h sáng nay. 2 ca
còn lại đã được mang đi cách ly. Chính quyền đang lên danh sách những người tiếp xúc với 3 bệnh nhân đó. Dự tính số người tiếp xúc với bệnh nhân khoảng trên dưới 500 người. Bệnh nhân tử vong bên đường Đa Phú, Còn 2 bênh nhân còn lại ở chợ Đà Lạt.

Thông tin mình sẽ cập nhật thêm. Mọi người chú ÿ không đi đâu nếu không cần thiết.

=>> Thông tin trên hoàn toàn chính xác. Không phải mình đùa 1/4 đâu, MÌnh cũng ko dư 12 triệu đóng phạt đâu, nên ko rảnh đăng tin tào lao làm gì. Nên mọi người ai không tin thì lượn chỗ khác.",2020-04-01 09:54:00,0.0,0.0,0.0,1
2a12a4ab9153b73e8de00245fa536731,"Dự_án 7.615 tỏi .Chỉ có 1 nhóm liên_doanh nhà_thầu tư_nhân , 3 nhóm còn lại đều có ông kẹ Nhà_nước .",1588936562.0,6,1,0,1
4592130907003525120,"Tối 23/4, Công an Q.9, TP.HCM đã khám nghiệm hiện trường và đang điều tra làm rõ nguyên nhân một nam thanh niên được phát hiện chết trong tư thế treo cổ.",2020-04-24 03:39:32,3.0,0.0,0.0,0
-3017444605791334912,"VIỆT_NAM LÀ NƯỚC DUY_NHẤT LÀM ĐƯỢC MÀ CÁC NƯỚC KHÁC THÌ KHÔNG Cả 3 tháng nay , ở mỗi góc phố , thôn_quê , mỗi căn nhà , mỗi xóm nhỏ ... các chính_trị_gia , các nhà_khoa_học , các em học_sinh của đất_nước Việt_Nam đến các nước ở Châu_Á , Châu_Âu , Châu_Mĩ đều lo_lắng , phòng_ngừa Covid-19 .Tuy_nhiên , ở đất_nước Việt_Nam nhỏ_bé có những điều thật kỳ_diệu , khó nơi nào có được , đất_nước đã tiên_phong trong phòng_chống dịch nCovid-19 với nhiều cách làm độc_đáo , sáng_tạo .Chẳng khác gì chiến ... thắng Điện_Biên_Phủ năm 1954 chấn_động địa_cầu , tạo ra làn_sóng đấu_tranh giành độc_lập của các nước thuộc_địa trên toàn thế_giới .Là người còn trẻ , quan_sát những ngày qua , tôi thấy Việt_Nam có quá nhiều điều tiên_phong , đi đầu đáng để tự_hào , mà giờ_đây nhiều nước phải học_tập , đó là :1 . Việt_Nam là nước duy_nhất trên thế_giới đưa chuyên_cơ sang tâm điểm của dịch_bệnh Covid-19 về nước .Trong khi các nước_lớn thờ_ơ , ngó lơ người_dân của ho . 2 .Việt_Nam là nước duy_nhất hỗ_trợ 100% chi_phí khám , chữa bệnh , ăn_uống , sinh_hoạt ... cho người_bệnh và người bị cách_ly tập_trung . 3 .Việt_Nam là nước duy_nhất trên thế_giới có phác_đồ điều_trị sớm và hiệu_quả cho các bệnh_nhân bị nhiễm_bệnh . 4 .Việt_Nam là nước duy_nhất trên thế_giới điều_trị khỏi cho 100% bệnh_nhân . 16/16 người đã ra viện , gồm cả người già và trẻ sơ_sinh . 5 .Việt_Nam là nước duy_nhất trên thế_giới mà người_dân tin vào Chính_phủ , họ không hoang_mang , hoảng_loạn như Trung_Quốc , Nhật_Bản , Hàn_Quốc , châu_Âu , Mĩ . 6 .Việt_Nam là nước mà khẩu_trang khan_hiếm không có bán ở các cửa_hàng thuốc , nhưng lại có khẩu_trang miễn_phí phát cho người_dân . 7 .Việt_Nam là nước duy_nhất có Quân_đội đã cho những người lính vào rừng chịu sương_gió , để người_dân thuộc diện cách_ly được ở những nơi khang_trang , chu_đáo nhất . 8 .Việt_Nam duy_nhất là nước đã dập dịch thành_công mà hơn 10 ngày_nay không có ca nhiễm mới . 9 .Nhiều chủ_trương , chính_sách được ban_hành khẩn_cấp , kịp_thời hợp lòng dân như : Cho học_sinh , sinh_viên nghỉ học , thành_lập nhiều bệnh_viện dã_chiến trên toàn_quốc , cách_ly 14 ngày với tất_cả những người từ vùng dịch nhập_cảnh vào Việt_Nam ...Và điều cuối_cùng , Việt_Nam đã bị nhiều kẻ ganh_tị khi phòng_chống dịch thành_công .Nhiều kẻ sống ký_gửi bằng đồng Đô_la , cơ_hội chính_trị luôn mồm gào_thét , nói_xấu cách làm của Chính_phủ , chúng ăn_không_nói_có , ngậm_máu_phun_người , chúng bán rẻ cả mạng sống của người Việt khi cầu_mong cho Việt_Nam như Vũ_Hán , chúng tung tin_đồn nhảm có nhiều người chết , nhiều bác_sĩ bị nhiễm_bệnh nCovid-19 , chúng muốn gây mất ANTT để vụ_lợi cá_nhân .Nhưng hơn ai hết , người_dân Việt_Nam hiểu chính_phủ của họ , họ có lòng yêu nước chân_chính , họ biết phân_biệt trắng_đen , họ đoàn_kết , chia_sẻ và quyết_tâm vì một nước Việt_Nam giàu_mạnh ./ .St_Xem thêm",1582648125.0,4500,1300,3100,0
8f424e2a6538b38451fe591456a9744a,"Báo cáo nhanh ca nhiễm covid 19, lộ trình và người đã tiếp xúc tại Biên Hoà - Đồng Nai, nhờ mọi người giúp chia sẽ gấp thông tin để những ai có liên quan nhanh chóng liên lạc đến các đơn vị phòng chống dịch để được hướng dẫn cụ thể 1. Thông tin bệnh nhân Lauri Grun, nam, sinh 1969, là người Brazil, làm việc tại TPHCM, bệnh nhân hiện có các biểu hiện nhiễm covid-19 đang nằm điều trị tại TPHCM và đã có kết quả Dương Tính với Covid-19 2. Lộ trình đi của bệnh nhân:... - 8h sáng ngày 18/3 đến công ty TNHH Giày dép Tân Hợp tại 20A đường Đồng Khởi, xã Thạnh Phú, huyện Vĩnh Cửu, tỉnh Đồng Nai cùng lái xe, vào phòng dành cho khách hàng, tại đó 2 người Hiền và Tuấn sau đó xuống xưởng làm việc trực tiếp với 4 người (Li cong Phan, Thái Thị Thanh Huyền, Nguyễn Thị Hiền, Nguyễn Thị Kim Nguyên). Tại xưởng có khoảng trên 100 công  nhân làm việc. - Sau đó BN ăn trưa, dự sinh nhật cùng lái xe và những người nêu trên và Jaqueline, Phạm Thị Hòa, Tony Tuấn, Nguyễn Thị Thanh Huyền. - Sau đó về Sài Gòn, Hiền và Tuấn tiếp xúc rất nhiều người trong công ty (vì là bộ phận quản lý nên đi khắp liên tục). - Hiện f1 có  mặt 02, 02 ở Sài Gòn, còn lại đều ở nhà riêng hoặc phòng trọ cùng gia đình. - Người này cũng thường xuyên ghé Biên Hoà để đi cafe và ăn uống tại các quán, chưa rõ thông tin cụ thể 3. Đánh giá về dịch tễ: - Ca bệnh nằm trên địa bàn TP HCM, không ghi nhận là ca bệnh của tỉnh Đồng Nai. Tuy nhiên, trong thời gian phát bệnh BN đã đến tỉnh Đồng Nai, phạm vi hoạt động của BN giới hạn tại CTy TNHH Tân Hợp. Như vậy, Cty TNHH Tân Hợp được xác định là ổ dịch. - Tổng số có 11 người có tiếp xúc gần với BN, có 3 người về SÀI Gòn. Hiện có 8 người đang ở Đồng Nai, trong đó 2 người ở công ty, 6 người ở nhà riêng và nhà trọ chưa xác định được địa chỉ. - Có 19 người làm ở các bộ phận văn phòng có tiếp xúc gián tiếp. - Tại công ty có 8 người nước ngoài đang sống trong nhà máy. - Có trên 100 người tại phân xưởng BN có đến thăm, xem xét. 4. Đề xuất các biện pháp xử lý: Viện Pasteur TP HCM báo khoảng sáng ngày 24/3/2020 cần tiến hành xử lý ổ dịch như sau: + Xác định địa chỉ của 6 người (f1) còn ở cộng đồng, thực hiện điều tra người tiếp xúc f2 và f3. Tổ chức khử khuẩn ở nơi của các đối tượng f1. + Trước mắt thông báo cho tất cả f1, f2 tự cách ly tại nhà (từ sáng ngày mai 24/3 không ra khỏi nhà, không đi làm việc). Nếu BN dương tính, tiến hành lập phiếu điều tra f1, f2, nếu có dấu hiệu ho, sốt thì đưa vào điều trị tại BV (ca nghi ngờ). Tiến hành lấy mẫu XN ca nghi ngờ và f1. ------ Chọn xem trước page Ký Sự Đồng Nai để luôn được cập nhật thông tin mới và chính xác Xem thêm",2020-03-24 15:25:41,1500.0,976.0,7700.0,0
2c62f2ea8109fffbe30f13139337867a,"3 NHÂN_VIÊN CÔNG_TY TRƯỜNG_SINH KHỎI COVID-19 Theo thông_tin từ tiểu Ban điều_trị - Ban Chỉ_đạo Quốc_gia phòng , chống COVID-19 , có thêm 3 bệnh_nhân mắc COVID-19 tại bệnh_viện đa_khoa tỉnh Hà_Nam được công_bố khỏi bệnh . 3 bệnh_nhân này đều là nhân_viên của Công_ty Trường_Sinh .Như_vậy , đến thời_điểm này cả nước đã có tổng_cộng 176 bệnh_nhân mắc COVID-19 được công_bố khỏi bệnh .- - - - - - - - - - - Ảnh : Thông_tin Chính_phủ",1587010378,19191,178,144.0,0
ad2e180d14649a5e7758290ed97374fb,"Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống corona, con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo Hôm nay, 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối, Corona dính vào sẽ bị giết trong vòng 5 phút. Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây : 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan.... 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Nếu không có N95, có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn giết được tất cả những virus khác trong không khí ! Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn Fb Nam Dao Xem thêm",2020-02-09 02:19:03,325.0,56.0,417.0,1
